# WAIS Divide WDC06A Core Density, clean version, 0 to 160 m
# Data collected by Daniel J. Breton using MADGE on 3x3x100 cm core sticks
# MADGE paper: www.igsoc.org/journal/55/194/t09J008.pdf
###############################################################################
# This is the CLEAN version of the data, meaning that most core breaks
# and core ends have been REMOVED from this dataset.  This dataset IS NOT
# recommended for accumulation rate studies because the core breaks / ends, 
# even though they appear as low density measurements, still accurately 
# represent additional accumulated mass at the site.
###############################################################################

Depth	Density
63.134	0.79798
63.137	0.80772
63.14	0.81322
63.144	0.8102
63.147	0.81058
63.15	0.79969
63.154	0.78548
63.157	0.79905
63.16	0.79032
63.163	0.80448
63.167	0.795
63.17	0.79774
63.173	0.80322
63.177	0.81695
63.18	0.8062
63.183	0.8033
63.187	0.79521
63.19	0.80401
63.193	0.81478
63.197	0.8016
63.2	0.78981
63.203	0.79866
63.206	0.8045
63.21	0.7935
63.213	0.79584
63.216	0.79994
63.22	0.82132
63.223	0.83896
63.226	0.80298
63.23	0.79416
63.233	0.79048
63.236	0.78341
63.24	0.79223
63.243	0.80003
63.246	0.80904
63.249	0.80121
63.253	0.78053
63.256	0.78024
63.259	0.80131
63.263	0.79651
63.266	0.78907
63.269	0.78838
63.273	0.79812
63.276	0.79175
63.279	0.78908
63.283	0.77831
63.286	0.80163
63.289	0.80552
63.292	0.7994
63.296	0.8195
63.299	0.80628
63.303	0.80939
63.306	0.80224
63.309	0.82455
63.312	0.8263
63.316	0.82117
63.319	0.82356
63.322	0.8238
63.326	0.82356
63.329	0.81487
63.332	0.82304
63.336	0.82441
63.339	0.8141
63.342	0.84384
63.346	0.82089
63.349	0.82454
63.352	0.80039
63.355	0.80148
63.359	0.79957
63.362	0.79735
63.365	0.79941
63.369	0.80077
63.372	0.78292
63.375	0.77788
63.379	0.78782
63.382	0.79903
63.385	0.77746
63.389	0.79014
63.392	0.78866
63.395	0.80087
63.398	0.79818
63.402	0.79932
63.405	0.79106
63.408	0.78805
63.412	0.794
63.415	0.79046
63.418	0.79887
63.422	0.78451
63.425	0.81012
63.432	0.80459
63.435	0.79858
63.438	0.79283
63.441	0.78831
63.445	0.79526
63.448	0.80065
63.452	0.79053
63.455	0.78945
63.458	0.79204
63.461	0.83306
63.465	0.81535
63.468	0.81947
63.471	0.81258
63.475	0.82285
63.478	0.79029
63.481	0.81999
63.485	0.79532
63.488	0.80057
63.491	0.80192
63.495	0.7916
63.498	0.79888
63.501	0.81147
63.504	0.8035
63.508	0.81122
63.511	0.78613
63.514	0.79884
63.518	0.79412
63.521	0.8038
63.524	0.84781
63.528	0.82067
63.531	0.82971
63.534	0.81744
63.538	0.82296
63.541	0.81903
63.544	0.82262
63.547	0.82462
63.551	0.80373
63.554	0.82758
63.557	0.81598
63.561	0.80942
63.564	0.82017
63.567	0.82247
63.571	0.82738
63.574	0.84951
63.577	0.82335
63.581	0.8207
63.584	0.82096
63.587	0.79927
63.59	0.80705
63.594	0.81797
63.597	0.8181
63.6	0.81766
63.604	0.81677
63.607	0.79827
63.61	0.81225
63.614	0.79745
63.617	0.78727
63.62	0.7863
63.624	0.79854
63.627	0.80074
63.63	0.79201
63.633	0.79743
63.637	0.81105
63.64	0.80384
63.644	0.79603
63.647	0.80545
63.65	0.79671
63.653	0.78725
63.657	0.79392
63.66	0.79505
63.663	0.78715
63.667	0.80107
63.67	0.7961
63.673	0.78593
63.676	0.79292
63.68	0.78683
63.683	0.78932
63.687	0.79931
63.69	0.79575
63.693	0.8012
63.696	0.80392
63.7	0.79451
63.703	0.803
63.706	0.81448
63.71	0.81286
63.713	0.81187
63.716	0.79977
63.72	0.81402
63.723	0.80641
63.726	0.8012
63.73	0.81079
63.733	0.81995
63.736	0.81885
63.739	0.80384
63.743	0.8181
63.746	0.81101
63.749	0.81675
63.753	0.80116
63.756	0.82014
63.759	0.81457
63.763	0.81166
63.766	0.8126
63.769	0.80823
63.773	0.82635
63.776	0.82595
63.779	0.82011
63.782	0.83399
63.786	0.81078
63.789	0.81263
63.792	0.82473
63.796	0.82321
63.799	0.80968
63.802	0.8191
63.806	0.81325
63.809	0.81616
63.812	0.8171
63.816	0.81698
63.819	0.80818
63.822	0.83388
63.825	0.82854
63.829	0.82867
63.832	0.82997
63.835	0.83198
63.839	0.83721
63.842	0.82201
63.845	0.83023
63.849	0.82037
63.852	0.81079
63.855	0.78994
63.859	0.79733
63.862	0.80531
63.865	0.8034
63.868	0.80604
63.872	0.82154
63.875	0.81175
63.879	0.81086
63.882	0.81942
63.885	0.8401
63.888	0.79328
63.892	0.7741
63.895	0.78975
63.898	0.78888
63.902	0.78927
63.905	0.78709
63.908	0.78698
63.911	0.78107
63.915	0.79356
63.918	0.80112
63.922	0.80358
63.925	0.79968
63.928	0.79414
63.931	0.79787
63.935	0.79962
63.938	0.78503
63.941	0.79686
63.945	0.79565
63.948	0.81264
63.951	0.82574
63.955	0.81869
63.958	0.82727
63.961	0.84054
63.965	0.82629
63.968	0.82051
63.971	0.82364
63.974	0.82728
63.978	0.82151
63.981	0.82
63.984	0.8129
63.988	0.8218
63.991	0.82376
63.994	0.82132
63.998	0.81773
64.001	0.8292
64.004	0.82259
64.007	0.83481
64.011	0.81999
64.014	0.83163
64.017	0.82333
64.021	0.82941
64.024	0.8321
64.027	0.83178
64.031	0.83291
64.034	0.83088
64.037	0.83544
64.041	0.82743
64.044	0.82812
64.047	0.83176
64.051	0.82391
64.054	0.82623
64.057	0.8197
64.061	0.81747
64.064	0.81306
64.067	0.80475
64.07	0.81331
64.074	0.80966
64.077	0.81108
64.08	0.83053
64.084	0.81654
64.087	0.8272
64.09	0.81967
64.094	0.81597
64.097	0.81438
64.1	0.81353
64.103	0.8218
64.107	0.82504
64.11	0.82205
64.114	0.80769
64.117	0.81621
64.12	0.81522
64.123	0.81249
64.127	0.82208
64.13	0.79677
64.133	0.79173
64.137	0.79557
64.14	0.81154
64.143	0.80547
64.147	0.80744
64.15	0.79426
64.153	0.80936
64.156	0.80606
64.16	0.80801
64.163	0.82565
64.166	0.80765
64.17	0.82512
64.173	0.81634
64.176	0.81716
64.18	0.81293
64.183	0.80809
64.186	0.78232
64.19	0.79304
64.193	0.80096
64.196	0.80823
64.2	0.80463
64.203	0.79501
64.206	0.79067
64.209	0.79106
64.213	0.79032
64.216	0.7958
64.219	0.8084
64.223	0.80224
64.226	0.79665
64.229	0.80623
64.233	0.81455
64.236	0.80442
64.239	0.81766
64.243	0.81551
64.246	0.80651
64.249	0.80558
64.252	0.79434
64.256	0.81427
64.259	0.79041
64.262	0.7891
64.266	0.79925
64.269	0.78734
64.272	0.8054
64.276	0.79442
64.279	0.79766
64.282	0.81071
64.286	0.83534
64.289	0.83727
64.292	0.82668
64.296	0.83175
64.299	0.83934
64.302	0.83335
64.305	0.82414
64.309	0.81523
64.312	0.81453
64.315	0.82061
64.319	0.81293
64.322	0.8096
64.325	0.83089
64.329	0.83568
64.332	0.84618
64.335	0.81358
64.338	0.82837
64.342	0.8188
64.345	0.82051
64.349	0.82032
64.352	0.80698
64.355	0.81148
64.358	0.80382
64.362	0.81673
64.365	0.82827
64.367	0.80501
64.37	0.82395
64.373	0.80375
64.376	0.81509
64.38	0.80009
64.383	0.80866
64.386	0.807
64.39	0.7849
64.393	0.80395
64.396	0.79103
64.4	0.80312
64.403	0.79612
64.406	0.7879
64.409	0.78811
64.413	0.79231
64.416	0.80352
64.419	0.80789
64.423	0.81153
64.426	0.79811
64.429	0.80678
64.433	0.80303
64.436	0.79594
64.439	0.80045
64.443	0.7965
64.446	0.79235
64.449	0.80533
64.453	0.79326
64.456	0.78461
64.459	0.79497
64.462	0.78502
64.466	0.80394
64.469	0.78952
64.472	0.78727
64.476	0.7904
64.479	0.79473
64.482	0.79807
64.486	0.80254
64.489	0.79075
64.492	0.78657
64.495	0.79059
64.499	0.79298
64.502	0.78937
64.505	0.78856
64.509	0.78945
64.512	0.7832
64.515	0.8152
64.519	0.80408
64.522	0.79513
64.525	0.81129
64.528	0.8012
64.532	0.80244
64.535	0.81547
64.538	0.80485
64.542	0.82935
64.545	0.81659
64.548	0.81345
64.552	0.8088
64.555	0.80801
64.558	0.81849
64.561	0.80947
64.565	0.80232
64.568	0.81712
64.571	0.82672
64.575	0.82279
64.578	0.82505
64.581	0.81635
64.585	0.83362
64.588	0.82948
64.591	0.82414
64.594	0.83671
64.598	0.82234
64.601	0.834
64.604	0.83433
64.608	0.83131
64.611	0.8255
64.614	0.83867
64.618	0.84885
64.621	0.81129
64.624	0.81165
64.627	0.81528
64.631	0.80899
64.634	0.81617
64.637	0.81634
64.641	0.81542
64.644	0.80536
64.647	0.80378
64.651	0.81236
64.654	0.81913
64.657	0.80571
64.66	0.81671
64.664	0.80862
64.667	0.81655
64.67	0.81216
64.674	0.8015
64.677	0.80937
64.68	0.80888
64.684	0.81375
64.687	0.7854
64.69	0.78232
64.694	0.79323
64.697	0.79724
64.7	0.79388
64.704	0.79401
64.707	0.79374
64.71	0.78842
64.713	0.80036
64.717	0.7907
64.72	0.78149
64.723	0.79149
64.727	0.78954
64.73	0.79526
64.733	0.79993
64.737	0.81505
64.74	0.79004
64.743	0.79321
64.746	0.79049
64.75	0.78642
64.753	0.79455
64.756	0.7938
64.76	0.78628
64.763	0.79624
64.766	0.7872
64.769	0.79077
64.773	0.79137
64.776	0.79367
64.779	0.80475
64.783	0.79797
64.786	0.79301
64.789	0.80139
64.793	0.79929
64.796	0.79339
64.799	0.81193
64.802	0.79704
64.806	0.81089
64.809	0.82105
64.812	0.8025
64.816	0.81914
64.819	0.84909
64.822	0.82373
64.826	0.83088
64.829	0.82665
64.832	0.83737
64.836	0.82744
64.839	0.81712
64.842	0.81348
64.846	0.80058
64.849	0.78233
64.852	0.78733
64.855	0.78576
64.859	0.80615
64.862	0.80575
64.865	0.82142
64.869	0.82674
64.872	0.82164
64.875	0.82349
64.879	0.81721
64.882	0.8195
64.885	0.81174
64.888	0.81085
64.892	0.82466
64.895	0.81941
64.898	0.8156
64.902	0.81916
64.905	0.81404
64.908	0.80621
64.912	0.81917
64.915	0.8232
64.918	0.80935
64.921	0.84118
64.925	0.8186
64.928	0.81364
64.931	0.79592
64.935	0.79194
64.938	0.78702
64.941	0.79468
64.945	0.78758
64.948	0.79848
64.951	0.77502
64.954	0.79036
64.958	0.79493
64.961	0.79185
64.964	0.79833
64.968	0.79805
64.971	0.79405
64.974	0.77907
64.978	0.79392
64.981	0.79035
64.984	0.81804
64.987	0.81828
64.991	0.82446
64.994	0.82282
64.997	0.80212
65.001	0.80094
65.004	0.81448
65.007	0.80728
65.011	0.82432
65.014	0.8088
65.017	0.8118
65.02	0.81753
65.024	0.81929
65.027	0.81524
65.03	0.80919
65.034	0.79178
65.037	0.81133
65.04	0.80271
65.044	0.81362
65.047	0.83095
65.05	0.84068
65.053	0.79611
65.057	0.79471
65.06	0.79685
65.063	0.8047
65.067	0.79172
65.07	0.80148
65.073	0.80613
65.077	0.80566
65.08	0.79391
65.083	0.80067
65.087	0.80106
65.09	0.81162
65.093	0.81081
65.097	0.81529
65.1	0.8142
65.103	0.81427
65.106	0.81931
65.11	0.83147
65.113	0.81672
65.116	0.83161
65.12	0.83899
65.123	0.83247
65.126	0.82306
65.129	0.81862
65.133	0.81309
65.136	0.81801
65.139	0.8251
65.143	0.83136
65.146	0.82904
65.149	0.85093
65.153	0.82674
65.156	0.82348
65.159	0.82076
65.162	0.80647
65.166	0.82009
65.169	0.8069
65.172	0.81289
65.176	0.80549
65.179	0.81211
65.182	0.81221
65.186	0.82646
65.189	0.82475
65.192	0.82319
65.195	0.82842
65.199	0.82926
65.202	0.82426
65.205	0.8033
65.209	0.81939
65.212	0.80429
65.215	0.81048
65.219	0.807
65.222	0.82839
65.225	0.82425
65.228	0.79862
65.232	0.80446
65.235	0.80084
65.239	0.79426
65.242	0.79898
65.245	0.78338
65.248	0.79651
65.252	0.79328
65.255	0.80494
65.258	0.81857
65.262	0.79594
65.265	0.79909
65.268	0.78611
65.272	0.7867
65.275	0.79317
65.278	0.8194
65.281	0.80548
65.285	0.79471
65.288	0.80419
65.291	0.81683
65.295	0.7955
65.298	0.79753
65.301	0.79951
65.305	0.79085
65.308	0.8042
65.311	0.79945
65.314	0.79672
65.318	0.7905
65.321	0.81162
65.324	0.82192
65.328	0.82408
65.331	0.82554
65.334	0.82952
65.338	0.84109
65.341	0.81836
65.344	0.82694
65.347	0.82174
65.351	0.82258
65.354	0.8119
65.357	0.82275
65.361	0.81215
65.364	0.82973
65.367	0.80965
65.371	0.83323
65.374	0.80059
65.377	0.82194
65.38	0.81665
65.384	0.84033
65.387	0.81107
65.39	0.81341
65.394	0.81605
65.397	0.81518
65.4	0.80479
65.404	0.81859
65.407	0.81998
65.41	0.8133
65.413	0.80867
65.417	0.81326
65.42	0.81218
65.423	0.82163
65.427	0.79892
65.43	0.74614
65.433	0.82027
65.437	0.81959
65.44	0.81771
65.443	0.82213
65.447	0.81491
65.45	0.82003
65.453	0.8146
65.456	0.82299
65.46	0.80591
65.463	0.80579
65.466	0.81877
65.469	0.82599
65.473	0.82667
65.476	0.8112
65.479	0.79517
65.483	0.81296
65.486	0.81034
65.489	0.80587
65.493	0.80211
65.496	0.79843
65.499	0.79263
65.502	0.80714
65.506	0.80086
65.509	0.80726
65.512	0.82036
65.516	0.83007
65.519	0.83237
65.522	0.83914
65.525	0.84351
65.529	0.83816
65.532	0.79836
65.535	0.79002
65.539	0.79325
65.542	0.79937
65.545	0.78309
65.549	0.79464
65.552	0.79065
65.555	0.81384
65.558	0.80926
65.562	0.80092
65.565	0.78942
65.568	0.80323
65.572	0.79674
65.575	0.79996
65.578	0.81641
65.581	0.82012
65.585	0.82224
65.588	0.82292
65.591	0.82026
65.595	0.82072
65.598	0.82662
65.601	0.8187
65.605	0.82564
65.608	0.81907
65.611	0.82175
65.614	0.82015
65.618	0.83006
65.621	0.83853
65.624	0.83362
65.627	0.8438
65.631	0.83123
65.634	0.83632
65.637	0.82465
65.641	0.82609
65.644	0.83252
65.647	0.83979
65.651	0.8299
65.654	0.8124
65.657	0.81256
65.66	0.81368
65.664	0.80687
65.667	0.80894
65.67	0.81316
65.674	0.81085
65.677	0.8148
65.68	0.81008
65.683	0.81556
65.687	0.82913
65.69	0.81614
65.693	0.82665
65.697	0.80436
65.7	0.82622
65.703	0.83011
65.707	0.83375
65.71	0.82095
65.713	0.82704
65.716	0.82562
65.72	0.83394
65.723	0.80383
65.726	0.79826
65.73	0.79679
65.733	0.79395
65.736	0.80402
65.74	0.81588
65.743	0.7948
65.746	0.80263
65.749	0.79511
65.753	0.80034
65.756	0.80861
65.759	0.80947
65.763	0.81151
65.766	0.80442
65.769	0.80979
65.772	0.80396
65.776	0.81162
65.779	0.81597
65.782	0.79666
65.786	0.80044
65.789	0.79451
65.792	0.79671
65.795	0.78768
65.799	0.79622
65.802	0.78202
65.805	0.80037
65.809	0.81012
65.812	0.8074
65.815	0.80413
65.819	0.79419
65.822	0.80388
65.825	0.81073
65.828	0.80703
65.832	0.80297
65.835	0.81289
65.845	0.81935
65.848	0.81224
65.851	0.81174
65.855	0.81279
65.858	0.8188
65.861	0.80556
65.865	0.8188
65.868	0.80693
65.871	0.81387
65.874	0.80904
65.878	0.81505
65.881	0.81491
65.884	0.81796
65.888	0.82627
65.891	0.82104
65.894	0.80518
65.897	0.8092
65.901	0.82794
65.904	0.8137
65.907	0.81396
65.911	0.81656
65.914	0.81525
65.917	0.80837
65.921	0.81263
65.924	0.803
65.927	0.80379
65.93	0.80407
65.934	0.80565
65.937	0.8115
65.94	0.79989
65.944	0.82245
65.947	0.8207
65.95	0.82698
65.954	0.81877
65.957	0.80908
65.96	0.82144
65.963	0.81443
65.967	0.81945
65.97	0.8039
65.973	0.80139
65.977	0.81275
65.98	0.81362
65.983	0.83017
65.986	0.82442
65.99	0.80964
65.993	0.83016
65.996	0.83424
66	0.84439
66.003	0.85312
66.006	0.81226
66.009	0.81114
66.013	0.80102
66.016	0.80023
66.019	0.80138
66.023	0.80923
66.026	0.79395
66.029	0.80288
66.032	0.81522
66.036	0.7984
66.039	0.80823
66.042	0.79806
66.046	0.79028
66.049	0.79709
66.052	0.79816
66.055	0.79999
66.059	0.82035
66.062	0.80558
66.065	0.81106
66.069	0.81469
66.072	0.81327
66.075	0.81908
66.079	0.81819
66.082	0.7972
66.085	0.83711
66.088	0.83518
66.092	0.83818
66.095	0.82637
66.098	0.8443
66.102	0.85763
66.105	0.84629
66.108	0.84096
66.112	0.83881
66.115	0.81786
66.118	0.8167
66.121	0.79638
66.125	0.84693
66.128	0.83937
66.131	0.83323
66.135	0.82833
66.138	0.83802
66.141	0.8258
66.144	0.82089
66.148	0.82371
66.151	0.80749
66.154	0.81484
66.158	0.8145
66.161	0.8179
66.164	0.80617
66.168	0.80723
66.171	0.79725
66.174	0.8492
66.177	0.83034
66.181	0.83201
66.184	0.83458
66.187	0.81943
66.191	0.81756
66.194	0.8057
66.197	0.81553
66.2	0.8043
66.204	0.80536
66.207	0.83864
66.21	0.80293
66.214	0.80412
66.217	0.79112
66.22	0.79743
66.223	0.80634
66.227	0.79457
66.23	0.79508
66.233	0.79797
66.237	0.7995
66.24	0.79172
66.243	0.80198
66.246	0.82207
66.25	0.80722
66.253	0.81544
66.256	0.81147
66.26	0.81737
66.263	0.81457
66.266	0.81095
66.269	0.81329
66.273	0.81361
66.276	0.81045
66.279	0.82274
66.283	0.82534
66.286	0.80976
66.289	0.81871
66.293	0.81374
66.296	0.81
66.299	0.80635
66.302	0.81586
66.306	0.81043
66.309	0.81643
66.312	0.81265
66.316	0.81013
66.319	0.80458
66.322	0.80333
66.326	0.81672
66.329	0.81639
66.332	0.8151
66.335	0.80739
66.339	0.81216
66.342	0.81419
66.345	0.82669
66.349	0.81915
66.352	0.81274
66.355	0.80401
66.358	0.82409
66.362	0.81235
66.363	0.76029
66.367	0.81053
66.37	0.81174
66.373	0.82248
66.376	0.82949
66.38	0.83995
66.383	0.83046
66.386	0.82823
66.39	0.83312
66.393	0.83921
66.396	0.84308
66.4	0.83685
66.403	0.84384
66.406	0.84356
66.409	0.82411
66.413	0.82484
66.416	0.83143
66.419	0.8386
66.423	0.82825
66.426	0.83059
66.429	0.81769
66.433	0.81267
66.436	0.8164
66.439	0.81409
66.442	0.82273
66.446	0.82701
66.449	0.8221
66.452	0.80599
66.456	0.80006
66.459	0.81898
66.462	0.80244
66.466	0.80099
66.469	0.81078
66.472	0.79894
66.475	0.81466
66.479	0.83588
66.482	0.82886
66.485	0.80442
66.489	0.82762
66.492	0.8248
66.495	0.83145
66.499	0.82648
66.502	0.81768
66.505	0.81386
66.508	0.84197
66.512	0.825
66.515	0.82322
66.518	0.80928
66.522	0.79099
66.525	0.80244
66.528	0.79319
66.532	0.80365
66.535	0.78713
66.538	0.80449
66.541	0.82983
66.545	0.83489
66.548	0.81749
66.551	0.81488
66.555	0.81608
66.558	0.82263
66.561	0.8121
66.565	0.81232
66.568	0.81421
66.571	0.83111
66.575	0.82528
66.578	0.81094
66.581	0.81716
66.584	0.82365
66.588	0.82272
66.591	0.82083
66.594	0.81825
66.598	0.81719
66.601	0.82831
66.604	0.81766
66.608	0.83505
66.611	0.82119
66.614	0.81714
66.617	0.83502
66.621	0.84164
66.624	0.84068
66.627	0.8308
66.631	0.83273
66.634	0.8373
66.637	0.83695
66.641	0.83875
66.644	0.84788
66.647	0.81524
66.65	0.82419
66.654	0.83509
66.657	0.82968
66.66	0.82293
66.664	0.81987
66.667	0.81956
66.67	0.82652
66.674	0.82701
66.677	0.82539
66.68	0.832
66.683	0.8224
66.687	0.81588
66.69	0.82168
66.693	0.82387
66.697	0.80258
66.7	0.79186
66.703	0.7955
66.707	0.81571
66.71	0.80829
66.713	0.81008
66.716	0.82153
66.72	0.81678
66.723	0.8241
66.726	0.81821
66.73	0.81895
66.733	0.82734
66.736	0.80427
66.74	0.83807
66.743	0.81031
66.746	0.81173
66.749	0.82089
66.753	0.81484
66.756	0.81723
66.759	0.81477
66.763	0.80271
66.766	0.79654
66.769	0.79624
66.772	0.80126
66.776	0.78981
66.779	0.79867
66.782	0.79063
66.786	0.79268
66.789	0.80665
66.792	0.79734
66.796	0.7942
66.799	0.79977
66.802	0.79601
66.805	0.79811
66.809	0.78654
66.812	0.80114
66.815	0.79468
66.819	0.82077
66.822	0.79721
66.825	0.80384
66.829	0.80975
66.832	0.81257
66.835	0.79419
66.838	0.81578
66.842	0.81256
66.845	0.7977
66.848	0.80705
66.852	0.80311
66.855	0.81168
66.858	0.81155
66.862	0.80766
66.865	0.85128
66.868	0.82395
66.872	0.82659
66.875	0.81101
66.878	0.8246
66.882	0.81344
66.885	0.82558
66.888	0.82748
66.891	0.82156
66.895	0.82849
66.898	0.82046
66.901	0.8119
66.905	0.80855
66.908	0.8214
66.911	0.83531
66.915	0.80854
66.918	0.79929
66.921	0.82848
66.924	0.83317
66.928	0.8217
66.931	0.80458
66.934	0.80512
66.938	0.80422
66.941	0.80816
66.944	0.77914
66.948	0.82001
66.951	0.80972
66.954	0.80246
66.957	0.80059
66.961	0.81417
66.964	0.82959
66.967	0.79294
66.971	0.80902
66.974	0.78815
66.977	0.80338
66.981	0.79072
66.984	0.80169
66.987	0.7954
66.99	0.81058
66.994	0.80857
66.997	0.81964
67	0.79437
67.004	0.77939
67.007	0.81736
67.01	0.80848
67.013	0.79807
67.017	0.80598
67.02	0.79739
67.023	0.79529
67.027	0.82475
67.03	0.82658
67.033	0.81443
67.037	0.83018
67.04	0.82486
67.043	0.84138
67.046	0.83523
67.05	0.83729
67.053	0.82035
67.056	0.82025
67.06	0.81539
67.063	0.80997
67.066	0.80995
67.07	0.80799
67.073	0.82467
67.076	0.83595
67.079	0.80162
67.083	0.79483
67.086	0.81193
67.089	0.80574
67.093	0.80451
67.096	0.8037
67.099	0.81381
67.103	0.78752
67.106	0.80742
67.109	0.80582
67.112	0.83489
67.116	0.82414
67.119	0.825
67.122	0.81397
67.126	0.8228
67.129	0.83267
67.132	0.82429
67.136	0.81821
67.139	0.82737
67.142	0.8331
67.145	0.833
67.149	0.82755
67.152	0.84225
67.155	0.82031
67.159	0.83197
67.162	0.83908
67.165	0.8308
67.169	0.82748
67.172	0.81812
67.175	0.82592
67.178	0.83122
67.182	0.83196
67.185	0.82402
67.188	0.8431
67.192	0.84567
67.195	0.83959
67.198	0.80248
67.202	0.82878
67.205	0.81612
67.208	0.83127
67.212	0.82243
67.215	0.84398
67.218	0.8159
67.221	0.82194
67.225	0.80875
67.228	0.8321
67.231	0.82269
67.235	0.81743
67.238	0.82149
67.241	0.81206
67.245	0.82191
67.248	0.83404
67.251	0.8335
67.254	0.82828
67.258	0.83635
67.261	0.83577
67.264	0.83009
67.268	0.83138
67.271	0.83545
67.274	0.81892
67.278	0.82482
67.281	0.83214
67.284	0.82183
67.287	0.81341
67.291	0.79723
67.294	0.80494
67.297	0.78835
67.301	0.78957
67.304	0.80669
67.307	0.78909
67.311	0.80216
67.314	0.79806
67.317	0.80845
67.32	0.79478
67.324	0.7911
67.327	0.7942
67.33	0.80583
67.334	0.81698
67.337	0.81434
67.34	0.81013
67.344	0.8097
67.347	0.81791
67.35	0.81122
67.353	0.80388
67.357	0.81816
67.358	0.82362
67.362	0.80687
67.365	0.81663
67.368	0.8064
67.372	0.82065
67.375	0.81744
67.378	0.83467
67.382	0.82398
67.385	0.81552
67.388	0.82281
67.391	0.82846
67.395	0.82742
67.398	0.81468
67.401	0.83908
67.405	0.82812
67.408	0.83646
67.411	0.83084
67.415	0.82762
67.418	0.82783
67.421	0.8332
67.425	0.82603
67.428	0.82402
67.431	0.83199
67.435	0.82509
67.438	0.83123
67.441	0.82799
67.445	0.83653
67.448	0.83246
67.451	0.8389
67.454	0.83888
67.458	0.84718
67.461	0.84522
67.465	0.83855
67.468	0.83343
67.471	0.83899
67.474	0.84029
67.478	0.82697
67.481	0.85598
67.484	0.83291
67.488	0.82809
67.491	0.81282
67.494	0.82214
67.498	0.80125
67.501	0.81354
67.504	0.81081
67.508	0.81889
67.511	0.80445
67.514	0.81308
67.517	0.80111
67.521	0.80273
67.524	0.81829
67.528	0.81212
67.531	0.80657
67.534	0.82749
67.537	0.82119
67.541	0.82368
67.544	0.81948
67.547	0.81555
67.551	0.7978
67.554	0.81424
67.557	0.80071
67.561	0.81556
67.564	0.80544
67.567	0.80645
67.571	0.79977
67.574	0.79974
67.577	0.80923
67.581	0.81171
67.584	0.81336
67.587	0.82169
67.591	0.81497
67.594	0.8209
67.597	0.8161
67.6	0.81731
67.604	0.8267
67.607	0.8234
67.61	0.81551
67.614	0.82097
67.617	0.81384
67.62	0.81645
67.624	0.82004
67.627	0.81402
67.63	0.81623
67.634	0.81206
67.637	0.82062
67.64	0.83439
67.644	0.82705
67.647	0.83865
67.65	0.83236
67.654	0.84517
67.657	0.83333
67.66	0.83446
67.663	0.84336
67.667	0.83578
67.67	0.8339
67.674	0.85326
67.677	0.83897
67.68	0.83884
67.683	0.82912
67.687	0.82786
67.69	0.8314
67.693	0.82452
67.697	0.83114
67.7	0.82362
67.703	0.82271
67.707	0.8346
67.71	0.8327
67.713	0.82523
67.717	0.82067
67.72	0.82509
67.723	0.82313
67.727	0.81434
67.73	0.82941
67.733	0.82662
67.737	0.83251
67.74	0.82917
67.743	0.83515
67.746	0.8369
67.75	0.8203
67.753	0.82226
67.756	0.81315
67.76	0.80288
67.763	0.82354
67.766	0.80826
67.77	0.8084
67.773	0.82455
67.776	0.82812
67.78	0.81337
67.783	0.82126
67.786	0.80539
67.79	0.82567
67.793	0.81744
67.796	0.83281
67.799	0.84608
67.803	0.81626
67.806	0.81138
67.809	0.8155
67.813	0.81373
67.816	0.80924
67.819	0.80676
67.823	0.80853
67.826	0.81198
67.829	0.81571
67.833	0.81185
67.836	0.81427
67.839	0.8158
67.843	0.83002
67.846	0.81797
67.849	0.80918
67.853	0.80234
67.856	0.82768
67.859	0.79779
67.862	0.7949
67.866	0.79016
67.869	0.79585
67.873	0.78984
67.876	0.80456
67.879	0.81259
67.882	0.78842
67.886	0.78754
67.889	0.80607
67.892	0.8169
67.896	0.7979
67.899	0.80089
67.902	0.80396
67.906	0.8105
67.909	0.80835
67.912	0.80523
67.916	0.79596
67.919	0.80268
67.922	0.80638
67.926	0.78363
67.929	0.80317
67.932	0.82425
67.936	0.80863
67.939	0.81688
67.942	0.83666
67.945	0.83561
67.949	0.81934
67.952	0.83031
67.955	0.84385
67.959	0.83554
67.962	0.84762
67.965	0.84331
67.969	0.84047
67.972	0.81892
67.975	0.8324
67.979	0.83505
67.982	0.85348
67.985	0.81672
67.989	0.83014
67.992	0.82719
67.995	0.83107
67.999	0.83182
68.002	0.82022
68.005	0.82525
68.008	0.82923
68.012	0.82329
68.015	0.83952
68.019	0.83091
68.022	0.83448
68.025	0.81585
68.028	0.79858
68.032	0.81478
68.035	0.83478
68.038	0.83503
68.042	0.82412
68.045	0.82792
68.048	0.82543
68.052	0.81621
68.055	0.8323
68.058	0.82245
68.062	0.8138
68.065	0.81405
68.068	0.82358
68.072	0.81851
68.075	0.81208
68.078	0.81108
68.082	0.81075
68.085	0.81215
68.088	0.82072
68.091	0.8199
68.095	0.82204
68.098	0.81559
68.101	0.81198
68.105	0.80303
68.108	0.79439
68.111	0.81616
68.115	0.81508
68.118	0.8401
68.121	0.81584
68.125	0.81588
68.128	0.82199
68.131	0.8188
68.135	0.82045
68.138	0.82512
68.141	0.80854
68.144	0.81962
68.148	0.82011
68.151	0.82045
68.154	0.83041
68.158	0.83755
68.161	0.81857
68.164	0.81427
68.168	0.82765
68.171	0.83227
68.174	0.84223
68.178	0.81601
68.181	0.83613
68.184	0.82088
68.188	0.83212
68.191	0.82639
68.194	0.82763
